4.208343349999999816e+01,-7.101837869999999953e+01,7.040487646930534400e+17
4.208534000000000219e+01,-7.102097000000000548e+01,7.040494205688995840e+17
4.225232760000000098e+01,-7.098953530000000001e+01,7.040467032011407360e+17
4.222232819999999975e+01,-7.099946719999999800e+01,7.040688952593039360e+17
4.225429470000000265e+01,-7.116627090000000067e+01,7.040474335467397120e+17
4.220320325000000139e+01,-7.115470845000000111e+01,7.040425867056332800e+17
4.225243619999999822e+01,-7.098946320000000298e+01,7.040484374829547520e+17
4.225228580000000278e+01,-7.098952640000000258e+01,7.040452210977054720e+17
4.221838110000000199e+01,-7.103288240000000542e+01,7.040654370472304640e+17
4.210482280000000088e+01,-7.094532180000000210e+01,7.040438395944550400e+17
4.225287720000000036e+01,-7.100227049999999451e+01,7.040563688151900160e+17
4.224900829999999985e+01,-7.098751120000000014e+01,7.040625197621411840e+17
4.212024982999999878e+01,-7.098712000000000444e+01,7.040459647601991680e+17
4.224176529999999730e+01,-7.116616399999999487e+01,7.040544076634521600e+17
4.233894300000000044e+01,-7.107261699999999394e+01,7.040434905404375040e+17
4.225226239999999933e+01,-7.098953419999999426e+01,7.040442019321651200e+17
4.224954350000000147e+01,-7.106616119999999626e+01,7.040464080478085120e+17
4.208173247999999944e+01,-7.099151804999999626e+01,7.040434573088071680e+17
4.221881178000000290e+01,-7.103942646000000138e+01,7.040550240248135680e+17
4.231569188000000281e+01,-7.103531275999999650e+01,7.040637862196592640e+17
4.225228580000000278e+01,-7.098952640000000258e+01,7.040449601616691200e+17
4.224176529999999730e+01,-7.116616399999999487e+01,7.040609861482618880e+17
4.233197717000000182e+01,-7.109307685999999649e+01,7.040578461916405760e+17
4.233648472000000140e+01,-7.102562460000000044e+01,7.040502095428157440e+17
4.228513866000000121e+01,-7.109209581000000355e+01,7.040629960421498880e+17
4.221483707000000152e+01,-7.107448232000000132e+01,7.040464742173163520e+17
4.227781666999999999e+01,-7.095348332999999741e+01,7.040494534901800960e+17
4.215833299999999895e+01,-7.114527800000000468e+01,7.040600575839232000e+17
4.213065629999999828e+01,-7.091615509999999745e+01,7.040573072655360000e+17
4.226069999999999993e+01,-7.100769999999999982e+01,7.040505188559667200e+17
4.215833299999999895e+01,-7.114527800000000468e+01,7.040466443339161600e+17
4.230163050000000169e+01,-7.106760500000000036e+01,7.040446894779064320e+17
4.208333333000000209e+01,-7.101888888999999949e+01,7.040649691475886080e+17
4.230729999999999791e+01,-7.106499999999999773e+01,7.040546949313536000e+17
4.208343349999999816e+01,-7.101837869999999953e+01,7.040688884225884160e+17
4.208317000000000263e+01,-7.101724000000000103e+01,7.040418956771614720e+17
4.230163050000000169e+01,-7.106760500000000036e+01,7.040574426911989760e+17
4.231573629999999753e+01,-7.105274819999999636e+01,7.040538514106654720e+17
4.225213899999999967e+01,-7.098952280000000314e+01,7.040455977210183680e+17
4.231573629999999753e+01,-7.105274819999999636e+01,7.040603819923496960e+17
4.225232760000000098e+01,-7.098953530000000001e+01,7.040463297780203520e+17
4.208351530000000196e+01,-7.099034380000000510e+01,7.040486724854087680e+17
4.208343349999999816e+01,-7.101837869999999953e+01,7.040666547249479680e+17
4.219454300000000302e+01,-7.119949760000000083e+01,7.040610360437104640e+17
4.220790170000000074e+01,-7.100400129999999876e+01,7.040590720021749760e+17
4.208333333000000209e+01,-7.101888888999999949e+01,7.040561807385395200e+17
4.224360850000000056e+01,-7.116765359999999419e+01,7.040523104485376000e+17
4.219269771999999818e+01,-7.091707370000000310e+01,7.040641598860001280e+17
4.231472042000000044e+01,-7.107698035999999320e+01,7.040435943956111360e+17
4.219169999999999732e+01,-7.120189999999999486e+01,7.040611051240857600e+17
4.225243619999999822e+01,-7.098946320000000298e+01,7.040484823451566080e+17
4.224176529999999730e+01,-7.116616399999999487e+01,7.040650176000450560e+17
4.228811071999999882e+01,-7.104565451999999937e+01,7.040600834083389440e+17
4.224797101000000055e+01,-7.100119501000000355e+01,7.040486735803105280e+17
4.221685990000000288e+01,-7.111942999999999415e+01,7.040615018758840320e+17
4.224954350000000147e+01,-7.106616119999999626e+01,7.040501629481246720e+17
