4.233873845000000102e+01,-7.101340908000000240e+01,7.040533022632099840e+17
4.233779669999999840e+01,-7.107057629999999904e+01,7.040558980087808000e+17
4.219454300000000302e+01,-7.119949760000000083e+01,7.040683329079664640e+17
4.228022099999999739e+01,-7.112457499999999300e+01,7.040629250409635840e+17
4.231490000000000151e+01,-7.111419999999999675e+01,7.040465641809346560e+17
4.217899407000000167e+01,-7.091245874999999899e+01,7.040530047109120000e+17
4.233855173999999977e+01,-7.101329608999999721e+01,7.040445972913889280e+17
4.227670009999999934e+01,-7.102955049999999915e+01,7.040575863042007040e+17
4.225287720000000036e+01,-7.100227049999999451e+01,7.040488125709680640e+17
4.225287720000000036e+01,-7.100227049999999451e+01,7.040469174460129280e+17
4.213065629999999828e+01,-7.091615509999999745e+01,7.040463582110924800e+17
4.208343349999999816e+01,-7.101837869999999953e+01,7.040627147761500160e+17
4.219454300000000302e+01,-7.119949760000000083e+01,7.040496022410362880e+17
4.227920000000000300e+01,-7.115000000000000568e+01,7.040652855699087360e+17
4.215833299999999895e+01,-7.114527800000000468e+01,7.040412232002519040e+17
4.220905556000000303e+01,-7.110230556000000490e+01,7.040425213584261120e+17
4.225196969999999652e+01,-7.098965570000000014e+01,7.040417098360504320e+17
4.219454300000000302e+01,-7.119949760000000083e+01,7.040439741393592320e+17
4.224181719999999984e+01,-7.088975899999999797e+01,7.040609434796318720e+17
4.216136067000000054e+01,-7.104336086000000705e+01,7.040485091761889280e+17
4.224547030000000092e+01,-7.093569440000000270e+01,7.040621084978995200e+17
4.215833299999999895e+01,-7.114527800000000468e+01,7.040637017840025600e+17
4.221898379999999662e+01,-7.102352170000000342e+01,7.040604258731663360e+17
4.224446110000000232e+01,-7.088462069999999926e+01,7.040461300159488000e+17
4.230163050000000169e+01,-7.106760500000000036e+01,7.040573521571389440e+17
4.208343349999999816e+01,-7.101837869999999953e+01,7.040680037851545600e+17
4.213055560000000099e+01,-7.104166669999999328e+01,7.040531100465233920e+17
4.217173106999999987e+01,-7.095382374000000425e+01,7.040501021350830080e+17
4.225298579999999760e+01,-7.099466230000000166e+01,7.040550659554099200e+17
4.225232760000000098e+01,-7.098953530000000001e+01,7.040460908495339520e+17
4.225230249999999899e+01,-7.098953240000000164e+01,7.040437073440194560e+17
4.231578695999999695e+01,-7.111745387999999934e+01,7.040608982400450560e+17
4.209041862000000123e+01,-7.104811512999999934e+01,7.040472222587985920e+17
4.225213930000000317e+01,-7.098952230000000441e+01,7.040471585767383040e+17
4.217878978000000245e+01,-7.090787530000000061e+01,7.040593656287150080e+17
4.230163050000000169e+01,-7.106760500000000036e+01,7.040666119389265920e+17
4.228513866000000121e+01,-7.109209581000000355e+01,7.040560310521774080e+17
4.233722999999999814e+01,-7.108361999999999625e+01,7.040497646781562880e+17
4.224181719999999984e+01,-7.088975899999999797e+01,7.040469707304755200e+17
4.219454300000000302e+01,-7.119949760000000083e+01,7.040561848781824000e+17
4.221997000000000355e+01,-7.102276700000000176e+01,7.040570756728832000e+17
4.228513866000000121e+01,-7.109209581000000355e+01,7.040627576630149120e+17
4.210482280000000088e+01,-7.094532180000000210e+01,7.040486143901409280e+17
